lang,set,no,name,domain,bunya,applies_to,n_checkpoints,has_related_laws,n_evidence,n_defect_cases,path
ko,별표7의2,3.5.2,정보주체 권리보장,개인정보 처리단계별 요구사항,정보주체 권리보호,ISMS-P,6,Y,4,6,docs/ko/annex7-2/3.5.2.md
ko,별표7의2,3.5.3,정보주체에 대한 통지,개인정보 처리단계별 요구사항,정보주체 권리보호,ISMS-P,2,Y,2,2,docs/ko/annex7-2/3.5.3.md
ko,별표7의3,1.1.1,경영진의 참여,관리체계 수립 및 운영,관리체계 기반 마련,ISMS/ISMS-P,2,N,5,2,docs/ko/annex7-3/1.1.1.md
ko,별표7의3,1.1.2,최고책임자의 지정,관리체계 수립 및 운영,관리체계 기반 마련,ISMS/ISMS-P,2,Y,6,4,docs/ko/annex7-3/1.1.2.md
ko,별표7의3,1.1.3,조직 구성,관리체계 수립 및 운영,관리체계 기반 마련,ISMS/ISMS-P,1,Y,5,4,docs/ko/annex7-3/1.1.3.md
ko,별표7의3,1.1.4,범위 설정,관리체계 수립 및 운영,관리체계 기반 마련,ISMS/ISMS-P,3,N,7,3,docs/ko/annex7-3/1.1.4.md
ko,별표7의3,1.1.5,정책 수립,관리체계 수립 및 운영,관리체계 기반 마련,ISMS/ISMS-P,4,Y,5,3,docs/ko/annex7-3/1.1.5.md
ko,별표7의3,1.2.1,정보자산 식별,관리체계 수립 및 운영,위험 관리,ISMS/ISMS-P,3,N,5,5,docs/ko/annex7-3/1.2.1.md
ko,별표7의3,1.2.2,현황 및 흐름분석,관리체계 수립 및 운영,위험 관리,ISMS/ISMS-P,2,N,4,3,docs/ko/annex7-3/1.2.2.md
ko,별표7의3,1.3.1,운영현황 관리,관리체계 수립 및 운영,관리체계 운영,ISMS/ISMS-P,2,Y,3,2,docs/ko/annex7-3/1.3.1.md
ko,별표7의3,1.4.1,법적 요구사항 준수 검토,관리체계 수립 및 운영,관리체계 점검 및 개선,ISMS/ISMS-P,2,Y,6,7,docs/ko/annex7-3/1.4.1.md
ko,별표7의3,1.4.2,관리체계 점검,관리체계 수립 및 운영,관리체계 점검 및 개선,ISMS/ISMS-P,2,Y,3,3,docs/ko/annex7-3/1.4.2.md
ko,별표7의3,1.4.3,관리체계 개선,관리체계 수립 및 운영,관리체계 점검 및 개선,ISMS/ISMS-P,2,Y,4,4,docs/ko/annex7-3/1.4.3.md
ko,별표7의3,2.1.1,정책의 유지관리,보호대책 요구사항,"정책, 조직, 자산 관리",ISMS/ISMS-P,4,Y,4,5,docs/ko/annex7-3/2.1.1.md
ko,별표7의3,2.1.2,조직의 유지관리,보호대책 요구사항,"정책, 조직, 자산 관리",ISMS/ISMS-P,3,Y,7,4,docs/ko/annex7-3/2.1.2.md
ko,별표7의3,2.1.3,정보자산 관리,보호대책 요구사항,"정책, 조직, 자산 관리",ISMS/ISMS-P,2,N,4,3,docs/ko/annex7-3/2.1.3.md
ko,별표7의3,2.2.1,주요 직무자 지정 및 관리,보호대책 요구사항,인적 보안,ISMS/ISMS-P,4,Y,5,4,docs/ko/annex7-3/2.2.1.md
ko,별표7의3,2.2.2,보안 서약,보호대책 요구사항,인적 보안,ISMS/ISMS-P,4,N,2,4,docs/ko/annex7-3/2.2.2.md
ko,별표7의3,2.2.3,인식제고 및 교육훈련,보호대책 요구사항,인적 보안,ISMS/ISMS-P,5,Y,4,6,docs/ko/annex7-3/2.2.3.md
ko,별표7의3,2.2.4,퇴직 및 직무변경 관리,보호대책 요구사항,인적 보안,ISMS/ISMS-P,2,Y,3,4,docs/ko/annex7-3/2.2.4.md
ko,별표7의3,2.3.1,외부자 계약 시 보안,보호대책 요구사항,외부자 보안,ISMS/ISMS-P,3,Y,4,3,docs/ko/annex7-3/2.3.1.md
ko,별표7의3,2.4.1,출입통제,보호대책 요구사항,물리 보안,ISMS/ISMS-P,2,Y,4,3,docs/ko/annex7-3/2.4.1.md
ko,별표7의3,2.4.2,업무환경 보안,보호대책 요구사항,물리 보안,ISMS/ISMS-P,4,Y,4,4,docs/ko/annex7-3/2.4.2.md
ko,별표7의3,2.5.1,사용자 계정 관리,보호대책 요구사항,인증 및 권한관리,ISMS/ISMS-P,3,Y,4,3,docs/ko/annex7-3/2.5.1.md
ko,별표7의3,2.5.2,사용자 식별,보호대책 요구사항,인증 및 권한관리,ISMS/ISMS-P,2,Y,3,3,docs/ko/annex7-3/2.5.2.md
ko,별표7의3,2.5.3,사용자 인증,보호대책 요구사항,인증 및 권한관리,ISMS/ISMS-P,2,Y,4,2,docs/ko/annex7-3/2.5.3.md
ko,별표7의3,2.5.4,비밀번호 관리,보호대책 요구사항,인증 및 권한관리,ISMS/ISMS-P,3,Y,2,3,docs/ko/annex7-3/2.5.4.md
ko,별표7의3,2.6.1,네트워크 접근,보호대책 요구사항,접근통제,ISMS/ISMS-P,1,Y,4,5,docs/ko/annex7-3/2.6.1.md
ko,별표7의3,2.6.2,정보시스템 접근,보호대책 요구사항,접근통제,ISMS/ISMS-P,4,Y,5,4,docs/ko/annex7-3/2.6.2.md
ko,별표7의3,2.6.3,원격접근 통제,보호대책 요구사항,접근통제,ISMS/ISMS-P,4,Y,7,4,docs/ko/annex7-3/2.6.3.md
ko,별표7의3,2.6.4,인터넷 접속 통제,보호대책 요구사항,접근통제,ISMS/ISMS-P,3,Y,5,5,docs/ko/annex7-3/2.6.4.md
ko,별표7의3,2.7.1,암호정책 적용,보호대책 요구사항,암호화 적용,ISMS/ISMS-P,4,Y,6,8,docs/ko/annex7-3/2.7.1.md
ko,별표7의3,2.8.1,보안 요구사항 정의,보호대책 요구사항,정보시스템 도입 및 개발 보안,ISMS/ISMS-P,1,N,4,4,docs/ko/annex7-3/2.8.1.md
ko,별표7의3,2.8.2,시험 데이터 보안,보호대책 요구사항,정보시스템 도입 및 개발 보안,ISMS/ISMS-P,2,N,3,4,docs/ko/annex7-3/2.8.2.md
ko,별표7의3,2.8.3,소스 프로그램 관리,보호대책 요구사항,정보시스템 도입 및 개발 보안,ISMS/ISMS-P,2,N,2,3,docs/ko/annex7-3/2.8.3.md
ko,별표7의3,2.9.1,변경관리,보호대책 요구사항,시스템 및 서비스 운영관리,ISMS/ISMS-P,2,N,3,3,docs/ko/annex7-3/2.9.1.md
ko,별표7의3,2.9.2,백업 및 복구관리,보호대책 요구사항,시스템 및 서비스 운영관리,ISMS/ISMS-P,3,Y,3,4,docs/ko/annex7-3/2.9.2.md
ko,별표7의3,2.9.3,로그 및 접속기록 관리,보호대책 요구사항,시스템 및 서비스 운영관리,ISMS/ISMS-P,3,Y,4,6,docs/ko/annex7-3/2.9.3.md
ko,별표7의3,2.10.1,보안시스템 운영,보호대책 요구사항,시스템 및 서비스 보안관리,ISMS/ISMS-P,6,Y,8,4,docs/ko/annex7-3/2.10.1.md
ko,별표7의3,2.10.2,업무용 단말기기 보안,보호대책 요구사항,시스템 및 서비스 보안관리,ISMS/ISMS-P,4,Y,5,4,docs/ko/annex7-3/2.10.2.md
ko,별표7의3,2.10.3,보조저장매체 관리,보호대책 요구사항,시스템 및 서비스 보안관리,ISMS/ISMS-P,5,Y,3,4,docs/ko/annex7-3/2.10.3.md
ko,별표7의3,2.10.4,패치관리,보호대책 요구사항,시스템 및 서비스 보안관리,ISMS/ISMS-P,5,Y,3,3,docs/ko/annex7-3/2.10.4.md
ko,별표7의3,2.10.5,악성코드 통제,보호대책 요구사항,시스템 및 서비스 보안관리,ISMS/ISMS-P,4,Y,4,4,docs/ko/annex7-3/2.10.5.md
ko,별표7의3,2.11.1,사고 예방 및 대응체계 구축,보호대책 요구사항,사고 예방 및 대응,ISMS/ISMS-P,2,Y,3,6,docs/ko/annex7-3/2.11.1.md
ko,별표7의3,2.11.2,취약점 점검 및 조치,보호대책 요구사항,사고 예방 및 대응,ISMS/ISMS-P,4,Y,6,2,docs/ko/annex7-3/2.11.2.md
ko,별표7의3,2.11.3,사고 대응 및 복구,보호대책 요구사항,사고 예방 및 대응,ISMS/ISMS-P,4,Y,5,4,docs/ko/annex7-3/2.11.3.md
ko,별표7의3,3.1.1,개인정보 수집/이용,개인정보 처리단계별 요구사항,개인정보 수집 시 보호조치,ISMS-P,9,Y,5,9,docs/ko/annex7-3/3.1.1.md
ko,별표7의3,3.1.2,개인정보 수집 제한,개인정보 처리단계별 요구사항,개인정보 수집 시 보호조치,ISMS-P,3,Y,3,5,docs/ko/annex7-3/3.1.2.md
ko,별표7의3,3.1.3,주민등록번호 처리 제한,개인정보 처리단계별 요구사항,개인정보 수집 시 보호조치,ISMS-P,3,Y,4,6,docs/ko/annex7-3/3.1.3.md
ko,별표7의3,3.1.4,민감정보 및 고유식별정보의 처리 제한,개인정보 처리단계별 요구사항,개인정보 수집 시 보호조치,ISMS-P,3,Y,3,3,docs/ko/annex7-3/3.1.4.md
ko,별표7의3,3.1.5,개인정보 간접수집,개인정보 처리단계별 요구사항,개인정보 수집 시 보호조치,ISMS-P,6,Y,3,4,docs/ko/annex7-3/3.1.5.md
ko,별표7의3,3.1.6,영상정보처리기기 설치/운영,개인정보 처리단계별 요구사항,개인정보 수집 시 보호조치,ISMS-P,8,Y,5,4,docs/ko/annex7-3/3.1.6.md
ko,별표7의3,3.1.7,마케팅 목적의 개인정보 수집/이용,개인정보 처리단계별 요구사항,개인정보 수집 시 보호조치,ISMS-P,4,Y,7,5,docs/ko/annex7-3/3.1.7.md
ko,별표7의3,3.2.1,개인정보 현황관리,개인정보 처리단계별 요구사항,개인정보 보유 및 이용 시 보호조치,ISMS-P,3,Y,5,4,docs/ko/annex7-3/3.2.1.md
ko,별표7의3,3.2.2,개인정보 품질보장,개인정보 처리단계별 요구사항,개인정보 보유 및 이용 시 보호조치,ISMS-P,2,Y,2,2,docs/ko/annex7-3/3.2.2.md
ko,별표7의3,3.2.3,이용자 단말기 접근 보호,개인정보 처리단계별 요구사항,개인정보 보유 및 이용 시 보호조치,ISMS-P,3,Y,2,4,docs/ko/annex7-3/3.2.3.md
ko,별표7의3,3.2.4,개인정보 목적 외 이용 및 제공,개인정보 처리단계별 요구사항,개인정보 보유 및 이용 시 보호조치,ISMS-P,6,Y,5,4,docs/ko/annex7-3/3.2.4.md
ko,별표7의3,3.2.5,가명정보 처리,개인정보 처리단계별 요구사항,개인정보 보유 및 이용 시 보호조치,ISMS-P,6,Y,3,4,docs/ko/annex7-3/3.2.5.md
ko,별표7의3,3.3.1,개인정보 제3자 제공,개인정보 처리단계별 요구사항,개인정보 제공 시 보호조치,ISMS-P,7,Y,4,5,docs/ko/annex7-3/3.3.1.md
ko,별표7의3,3.3.2,개인정보 처리 업무 위탁,개인정보 처리단계별 요구사항,개인정보 제공 시 보호조치,ISMS-P,2,Y,4,4,docs/ko/annex7-3/3.3.2.md
ko,별표7의3,3.3.3,영업의 양도 등에 따른 개인정보 이전,개인정보 처리단계별 요구사항,개인정보 제공 시 보호조치,ISMS-P,3,Y,2,2,docs/ko/annex7-3/3.3.3.md
ko,별표7의3,3.3.4,개인정보 국외이전,개인정보 처리단계별 요구사항,개인정보 제공 시 보호조치,ISMS-P,4,Y,4,3,docs/ko/annex7-3/3.3.4.md
ko,별표7의3,3.4.1,개인정보 파기,개인정보 처리단계별 요구사항,개인정보 파기 시 보호조치,ISMS-P,4,Y,3,4,docs/ko/annex7-3/3.4.1.md
ko,별표7의3,3.4.2,처리목적 달성 후 보유 시 조치,개인정보 처리단계별 요구사항,개인정보 파기 시 보호조치,ISMS-P,4,Y,3,4,docs/ko/annex7-3/3.4.2.md
ko,별표7의3,3.5.1,개인정보 처리방침 공개,개인정보 처리단계별 요구사항,정보주체 권리보호,ISMS-P,3,Y,2,5,docs/ko/annex7-3/3.5.1.md
ko,별표7의3,3.5.2,정보주체 권리보장,개인정보 처리단계별 요구사항,정보주체 권리보호,ISMS-P,6,Y,4,6,docs/ko/annex7-3/3.5.2.md
ko,별표7의3,3.5.3,정보주체에 대한 통지,개인정보 처리단계별 요구사항,정보주체 권리보호,ISMS-P,2,Y,2,2,docs/ko/annex7-3/3.5.3.md
en,별표7,1.1.1,Participation of Executive Management,Establishment and Operation of the Management System,Laying the Foundation for the Management System,ISMS/ISMS-P,2,N,5,2,docs/en/annex7/1.1.1.md
en,별표7,1.1.2,Designation of the Chief Officers,Establishment and Operation of the Management System,Laying the Foundation for the Management System,ISMS/ISMS-P,2,Y,6,4,docs/en/annex7/1.1.2.md
en,별표7,1.1.3,Organization Composition,Establishment and Operation of the Management System,Laying the Foundation for the Management System,ISMS/ISMS-P,3,Y,5,4,docs/en/annex7/1.1.3.md
en,별표7,1.1.4,Scope Definition,Establishment and Operation of the Management System,Laying the Foundation for the Management System,ISMS/ISMS-P,3,N,7,3,docs/en/annex7/1.1.4.md
en,별표7,1.1.5,Policy Establishment,Establishment and Operation of the Management System,Laying the Foundation for the Management System,ISMS/ISMS-P,4,Y,5,3,docs/en/annex7/1.1.5.md
en,별표7,1.1.6,Resource Allocation,Establishment and Operation of the Management System,Laying the Foundation for the Management System,ISMS/ISMS-P,3,N,4,3,docs/en/annex7/1.1.6.md
en,별표7,1.2.1,Information Asset Identification,Establishment and Operation of the Management System,Risk Management,ISMS/ISMS-P,3,N,5,5,docs/en/annex7/1.2.1.md
en,별표7,1.2.2,Status and Flow Analysis,Establishment and Operation of the Management System,Risk Management,ISMS/ISMS-P,3,N,4,3,docs/en/annex7/1.2.2.md
en,별표7,1.2.3,Risk Assessment,Establishment and Operation of the Management System,Risk Management,ISMS/ISMS-P,5,Y,8,7,docs/en/annex7/1.2.3.md
en,별표7,1.2.4,Selection of Protection Measures,Establishment and Operation of the Management System,Risk Management,ISMS/ISMS-P,2,N,4,4,docs/en/annex7/1.2.4.md
en,별표7,1.3.1,Implementation of Protection Measures,Establishment and Operation of the Management System,Management System Operation,ISMS/ISMS-P,2,N,5,5,docs/en/annex7/1.3.1.md
en,별표7,1.3.2,Sharing of Protective Measures,Establishment and Operation of the Management System,Management System Operation,ISMS/ISMS-P,2,N,2,1,docs/en/annex7/1.3.2.md
en,별표7,1.3.3,Management of Operational Status,Establishment and Operation of the Management System,Management System Operation,ISMS/ISMS-P,2,Y,3,2,docs/en/annex7/1.3.3.md
en,별표7,1.4.1,Review of Compliance with Legal Requirements,Establishment and Operation of the Management System,Management System Inspection and Improvement,ISMS/ISMS-P,2,Y,6,7,docs/en/annex7/1.4.1.md
en,별표7,1.4.2,Management System Inspection,Establishment and Operation of the Management System,Management System Inspection and Improvement,ISMS/ISMS-P,2,Y,3,3,docs/en/annex7/1.4.2.md
en,별표7,1.4.3,Management System Improvement,Establishment and Operation of the Management System,Management System Inspection and Improvement,ISMS/ISMS-P,2,Y,4,4,docs/en/annex7/1.4.3.md
en,별표7,2.1.1,Policy Maintenance,Protective Measure Requirements,"Policy, Organization, and Asset Management",ISMS/ISMS-P,4,Y,4,5,docs/en/annex7/2.1.1.md
en,별표7,2.1.2,Maintenance of the Organization,Protective Measure Requirements,"Policy, Organization, and Asset Management",ISMS/ISMS-P,3,Y,7,4,docs/en/annex7/2.1.2.md
en,별표7,2.1.3,Information Asset Management,Protective Measure Requirements,"Policy, Organization, and Asset Management",ISMS/ISMS-P,2,N,4,3,docs/en/annex7/2.1.3.md
en,별표7,2.2.1,Designation and Management of Key Personnel,Protective Measure Requirements,Human Resource Security,ISMS/ISMS-P,4,Y,5,4,docs/en/annex7/2.2.1.md
en,별표7,2.2.2,Separation of Duties,Protective Measure Requirements,Human Resource Security,ISMS/ISMS-P,2,N,3,2,docs/en/annex7/2.2.2.md
en,별표7,2.2.3,Security Pledge,Protective Measure Requirements,Human Resource Security,ISMS/ISMS-P,4,N,2,4,docs/en/annex7/2.2.3.md
en,별표7,2.2.4,Awareness Raising and Education/Training,Protective Measure Requirements,Human Resource Security,ISMS/ISMS-P,5,Y,4,6,docs/en/annex7/2.2.4.md
en,별표7,2.2.5,Management of Departure and Job Change,Protective Measure Requirements,Human Resource Security,ISMS/ISMS-P,2,Y,3,4,docs/en/annex7/2.2.5.md
en,별표7,2.2.6,Actions in Case of Security Violations,Protective Measure Requirements,Human Resource Security,ISMS/ISMS-P,2,N,3,2,docs/en/annex7/2.2.6.md
en,별표7,2.3.1,Management of the Status of External Parties,Protective Measure Requirements,External Party Security,ISMS/ISMS-P,2,Y,4,2,docs/en/annex7/2.3.1.md
en,별표7,2.3.2,Security When Contracting with External Parties,Protective Measure Requirements,External Party Security,ISMS/ISMS-P,3,Y,4,3,docs/en/annex7/2.3.2.md
en,별표7,2.3.3,Management of External Party Security Implementation,Protective Measure Requirements,External Party Security,ISMS/ISMS-P,3,Y,4,5,docs/en/annex7/2.3.3.md
en,별표7,2.3.4,Security upon Change or Termination of External Party Contracts,Protective Measure Requirements,External Party Security,ISMS/ISMS-P,2,Y,4,3,docs/en/annex7/2.3.4.md
en,별표7,2.4.1,Designation of Protected Areas,Protective Measure Requirements,Physical Security,ISMS/ISMS-P,2,Y,4,2,docs/en/annex7/2.4.1.md
en,별표7,2.4.2,Access Control,Protective Measure Requirements,Physical Security,ISMS/ISMS-P,2,Y,4,3,docs/en/annex7/2.4.2.md
en,별표7,2.4.3,Information System Protection,Protective Measure Requirements,Physical Security,ISMS/ISMS-P,3,N,3,2,docs/en/annex7/2.4.3.md
en,별표7,2.4.4,Operation of Protective Facilities,Protective Measure Requirements,Physical Security,ISMS/ISMS-P,2,Y,3,3,docs/en/annex7/2.4.4.md
en,별표7,2.4.5,Work within Protected Areas,Protective Measure Requirements,Physical Security,ISMS/ISMS-P,2,N,3,2,docs/en/annex7/2.4.5.md
en,별표7,2.4.6,Control of Devices Brought In and Out,Protective Measure Requirements,Physical Security,ISMS/ISMS-P,2,Y,3,2,docs/en/annex7/2.4.6.md
en,별표7,2.4.7,Work Environment Security,Protective Measure Requirements,Physical Security,ISMS/ISMS-P,4,Y,4,4,docs/en/annex7/2.4.7.md
en,별표7,2.5.1,User Account Management,Protective Measure Requirements,Authentication and Authorization Management,ISMS/ISMS-P,3,Y,4,3,docs/en/annex7/2.5.1.md
en,별표7,2.5.2,User Identification,Protective Measure Requirements,Authentication and Authorization Management,ISMS/ISMS-P,2,Y,3,3,docs/en/annex7/2.5.2.md
en,별표7,2.5.3,User Authentication,Protective Measure Requirements,Authentication and Authorization Management,ISMS/ISMS-P,2,Y,4,2,docs/en/annex7/2.5.3.md
en,별표7,2.5.4,Password Management,Protective Measure Requirements,Authentication and Authorization Management,ISMS/ISMS-P,3,Y,2,3,docs/en/annex7/2.5.4.md
en,별표7,2.5.5,Management of Special Accounts and Privileges,Protective Measure Requirements,Authentication and Authorization Management,ISMS/ISMS-P,2,Y,4,4,docs/en/annex7/2.5.5.md
en,별표7,2.5.6,Review of Access Rights,Protective Measure Requirements,Authentication and Authorization Management,ISMS/ISMS-P,3,Y,3,3,docs/en/annex7/2.5.6.md
en,별표7,2.6.1,Network Access,Protective Measure Requirements,Access Control,ISMS/ISMS-P,4,Y,4,5,docs/en/annex7/2.6.1.md
en,별표7,2.6.2,Information System Access,Protective Measure Requirements,Access Control,ISMS/ISMS-P,4,Y,5,4,docs/en/annex7/2.6.2.md
en,별표7,2.6.3,Application Access,Protective Measure Requirements,Access Control,ISMS/ISMS-P,5,Y,9,7,docs/en/annex7/2.6.3.md
en,별표7,2.6.4,Database Access,Protective Measure Requirements,Access Control,ISMS/ISMS-P,2,Y,5,5,docs/en/annex7/2.6.4.md
en,별표7,2.6.5,Wireless Network Access,Protective Measure Requirements,Access Control,ISMS/ISMS-P,3,Y,4,3,docs/en/annex7/2.6.5.md
en,별표7,2.6.6,Remote Access Control,Protective Measure Requirements,Access Control,ISMS/ISMS-P,4,Y,7,4,docs/en/annex7/2.6.6.md
en,별표7,2.6.7,Internet Access Control,Protective Measure Requirements,Access Control,ISMS/ISMS-P,3,Y,5,5,docs/en/annex7/2.6.7.md
en,별표7,2.7.1,Application of Cryptographic Policy,Protective Measure Requirements,Application of Encryption,ISMS/ISMS-P,2,Y,4,5,docs/en/annex7/2.7.1.md
en,별표7,2.7.2,Cryptographic Key Management,Protective Measure Requirements,Application of Encryption,ISMS/ISMS-P,2,Y,2,3,docs/en/annex7/2.7.2.md
en,별표7,2.8.1,Definition of Security Requirements,Protective Measure Requirements,Information System Introduction and Development Security,ISMS/ISMS-P,3,N,4,4,docs/en/annex7/2.8.1.md
en,별표7,2.8.2,Review and Testing of Security Requirements,Protective Measure Requirements,Information System Introduction and Development Security,ISMS/ISMS-P,4,Y,6,6,docs/en/annex7/2.8.2.md
en,별표7,2.8.3,Separation of Test and Operational Environments,Protective Measure Requirements,Information System Introduction and Development Security,ISMS/ISMS-P,2,N,2,3,docs/en/annex7/2.8.3.md
en,별표7,2.8.4,Test Data Security,Protective Measure Requirements,Information System Introduction and Development Security,ISMS/ISMS-P,2,N,3,4,docs/en/annex7/2.8.4.md
en,별표7,2.8.5,Source Program Management,Protective Measure Requirements,Information System Introduction and Development Security,ISMS/ISMS-P,3,N,2,3,docs/en/annex7/2.8.5.md
en,별표7,2.8.6,Transition to the Operational Environment,Protective Measure Requirements,Information System Introduction and Development Security,ISMS/ISMS-P,3,N,2,4,docs/en/annex7/2.8.6.md
en,별표7,2.9.1,Change Management,Protective Measure Requirements,System and Service Operation Management,ISMS/ISMS-P,2,N,3,3,docs/en/annex7/2.9.1.md
en,별표7,2.9.2,Performance and Fault Management,Protective Measure Requirements,System and Service Operation Management,ISMS/ISMS-P,5,N,4,4,docs/en/annex7/2.9.2.md
en,별표7,2.9.3,Backup and Recovery Management,Protective Measure Requirements,System and Service Operation Management,ISMS/ISMS-P,3,Y,3,4,docs/en/annex7/2.9.3.md
en,별표7,2.9.4,Log and Access Record Management,Protective Measure Requirements,System and Service Operation Management,ISMS/ISMS-P,3,Y,4,6,docs/en/annex7/2.9.4.md
en,별표7,2.9.5,Log and Access Record Review,Protective Measure Requirements,System and Service Operation Management,ISMS/ISMS-P,3,Y,5,4,docs/en/annex7/2.9.5.md
en,별표7,2.9.6,Time Synchronization,Protective Measure Requirements,System and Service Operation Management,ISMS/ISMS-P,2,N,2,2,docs/en/annex7/2.9.6.md
en,별표7,2.9.7,Reuse and Disposal of Information Assets,Protective Measure Requirements,System and Service Operation Management,ISMS/ISMS-P,5,Y,4,4,docs/en/annex7/2.9.7.md
en,별표7,2.10.1,Security System Operation,Protective Measure Requirements,System and Service Security Management,ISMS/ISMS-P,6,Y,8,4,docs/en/annex7/2.10.1.md
en,별표7,2.10.2,Cloud Security,Protective Measure Requirements,System and Service Security Management,ISMS/ISMS-P,4,N,7,4,docs/en/annex7/2.10.2.md
en,별표7,2.10.3,Public Server Security,Protective Measure Requirements,System and Service Security Management,ISMS/ISMS-P,4,N,3,3,docs/en/annex7/2.10.3.md
en,별표7,2.10.4,Electronic Transaction and Fintech Security,Protective Measure Requirements,System and Service Security Management,ISMS/ISMS-P,2,N,2,3,docs/en/annex7/2.10.4.md
en,별표7,2.10.5,Information Transmission Security,Protective Measure Requirements,System and Service Security Management,ISMS/ISMS-P,2,N,3,2,docs/en/annex7/2.10.5.md
en,별표7,2.10.6,Security of Business Terminals,Protective Measure Requirements,System and Service Security Management,ISMS/ISMS-P,4,Y,5,4,docs/en/annex7/2.10.6.md
en,별표7,2.10.7,Removable Storage Media Management,Protective Measure Requirements,System and Service Security Management,ISMS/ISMS-P,5,Y,3,4,docs/en/annex7/2.10.7.md
en,별표7,2.10.8,Patch Management,Protective Measure Requirements,System and Service Security Management,ISMS/ISMS-P,5,Y,3,3,docs/en/annex7/2.10.8.md
en,별표7,2.10.9,Malicious Code Control,Protective Measure Requirements,System and Service Security Management,ISMS/ISMS-P,4,Y,4,4,docs/en/annex7/2.10.9.md
en,별표7,2.11.1,Establishment of an Incident Prevention and Response System,Protective Measure Requirements,Incident Prevention and Response,ISMS/ISMS-P,3,Y,3,6,docs/en/annex7/2.11.1.md
en,별표7,2.11.2,Vulnerability Assessment and Remediation,Protective Measure Requirements,Incident Prevention and Response,ISMS/ISMS-P,4,Y,6,2,docs/en/annex7/2.11.2.md
en,별표7,2.11.3,Analysis and Monitoring of Anomalous Behavior,Protective Measure Requirements,Incident Prevention and Response,ISMS/ISMS-P,2,Y,2,3,docs/en/annex7/2.11.3.md
en,별표7,2.11.4,Incident Response Training and Improvement,Protective Measure Requirements,Incident Prevention and Response,ISMS/ISMS-P,2,N,3,3,docs/en/annex7/2.11.4.md
en,별표7,2.11.5,Incident Response and Recovery,Protective Measure Requirements,Incident Prevention and Response,ISMS/ISMS-P,4,Y,5,4,docs/en/annex7/2.11.5.md
en,별표7,2.12.1,Safety Measures for Disaster/Emergency Preparedness,Protective Measure Requirements,Disaster Recovery,ISMS/ISMS-P,3,Y,4,5,docs/en/annex7/2.12.1.md
en,별표7,2.12.2,Disaster Recovery Testing and Improvement,Protective Measure Requirements,Disaster Recovery,ISMS/ISMS-P,2,N,3,3,docs/en/annex7/2.12.2.md
en,별표7,3.1.1,Collection/Use of Personal Information,Requirements by Personal Information Processing Stage,Protective Measures When Collecting Personal Information,ISMS-P,9,Y,5,9,docs/en/annex7/3.1.1.md
en,별표7,3.1.2,Limitation on Collection of Personal Information,Requirements by Personal Information Processing Stage,Protective Measures When Collecting Personal Information,ISMS-P,3,Y,3,5,docs/en/annex7/3.1.2.md
en,별표7,3.1.3,Restrictions on Processing Resident Registration Numbers,Requirements by Personal Information Processing Stage,Protective Measures When Collecting Personal Information,ISMS-P,3,Y,4,6,docs/en/annex7/3.1.3.md
en,별표7,3.1.4,Restrictions on Processing Sensitive Information and Unique Identifying Information,Requirements by Personal Information Processing Stage,Protective Measures When Collecting Personal Information,ISMS-P,3,Y,3,3,docs/en/annex7/3.1.4.md
en,별표7,3.1.5,Indirect Collection of Personal Information,Requirements by Personal Information Processing Stage,Protective Measures When Collecting Personal Information,ISMS-P,6,Y,3,4,docs/en/annex7/3.1.5.md
en,별표7,3.1.6,Installation/Operation of Video Information Processing Devices,Requirements by Personal Information Processing Stage,Protective Measures When Collecting Personal Information,ISMS-P,8,Y,5,4,docs/en/annex7/3.1.6.md
en,별표7,3.1.7,Collection/Use of Personal Information for Marketing Purposes,Requirements by Personal Information Processing Stage,Protective Measures When Collecting Personal Information,ISMS-P,4,Y,7,5,docs/en/annex7/3.1.7.md
en,별표7,3.2.1,Personal Information Status Management,Requirements by Personal Information Processing Stage,Protective Measures When Retaining and Using Personal Information,ISMS-P,3,Y,5,4,docs/en/annex7/3.2.1.md
en,별표7,3.2.2,Ensuring Personal Information Quality,Requirements by Personal Information Processing Stage,Protective Measures When Retaining and Using Personal Information,ISMS-P,2,Y,2,2,docs/en/annex7/3.2.2.md
en,별표7,3.2.3,Protection of User Device Access,Requirements by Personal Information Processing Stage,Protective Measures When Retaining and Using Personal Information,ISMS-P,3,Y,2,4,docs/en/annex7/3.2.3.md
en,별표7,3.2.4,Use and Provision of Personal Information Beyond the Purpose,Requirements by Personal Information Processing Stage,Protective Measures When Retaining and Using Personal Information,ISMS-P,6,Y,5,4,docs/en/annex7/3.2.4.md
en,별표7,3.2.5,Processing of Pseudonymized Information,Requirements by Personal Information Processing Stage,Protective Measures When Retaining and Using Personal Information,ISMS-P,6,Y,3,4,docs/en/annex7/3.2.5.md
en,별표7,3.3.1,Provision of Personal Information to Third Parties,Requirements by Personal Information Processing Stage,Protective Measures When Providing Personal Information,ISMS-P,7,Y,4,5,docs/en/annex7/3.3.1.md
en,별표7,3.3.2,Outsourcing of Personal Information Processing Tasks,Requirements by Personal Information Processing Stage,Protective Measures When Providing Personal Information,ISMS-P,2,Y,4,4,docs/en/annex7/3.3.2.md
en,별표7,3.3.3,"Transfer of Personal Information Due to Business Transfer, etc.",Requirements by Personal Information Processing Stage,Protective Measures When Providing Personal Information,ISMS-P,3,Y,2,2,docs/en/annex7/3.3.3.md
